siren,nom,adresse,code_postal,commune,departement,effectif_code,effectif_label,activite_naf,section_naf,nature_juridique,ca,resultat_net,est_ess,est_esus,est_siae,est_societe_mission,est_association,dirigeants,total_subventions,jtms_offres,jtms_roles,score,segment
784405862,FEDERATION FRANCAISE DE BASKET BALL (FFBB),117 RUE DU CHATEAU DES RENTIERS 75013 PARIS,75013,PARIS,75,32,250-499,93.12Z,R,9220,,,True,False,False,False,True,,20500.0,0,,5,Warm
841163629,MEDIKSANTE,206 BOULEVARD PEREIRE 75017 PARIS,75017,PARIS,75,32,250-499,86.21Z,Q,9220,,,True,False,False,False,True,,290.0,0,,5,Warm
300570256,SOC NOTRE DAME DE JOIE,3 RUE DUGUAY-TROUIN 75006 PARIS,75006,PARIS,75,32,250-499,88.99B,Q,9220,,,True,False,False,False,True,,28909.38,0,,5,Warm
775728249,ASSOCIATION NOTRE DAME,46 AVENUE DU ROULE 92200 NEUILLY-SUR-SEINE,92200,NEUILLY-SUR-SEINE,92,32,250-499,70.10Z,Q,9220,,,True,False,False,False,True,,0.0,0,,5,Warm
401415500,FRANCE GALOP,IMMEUBLE THEMIS 15 BOULEVARD DE DOUAUMONT 75017 PARIS,75017,PARIS,75,41,500-999,93.19Z,R,9220,,,True,False,False,False,True,,0.0,0,,5,Warm
323934323,CULTURES LOISIRS ANIMATIONS DE LA VILLE ISSY LES MOULINEAUX (CLAVIM),60 RUE DU GENERAL LECLERC 92130 ISSY-LES-MOULINEAUX,92130,ISSY-LES-MOULINEAUX,92,32,250-499,94.99Z,S,9220,,,True,False,False,False,True,,29500.0,0,,5,Warm
784308272,THE AMERICAN UNIVERSITY OF PARIS,5 BOULEVARD DE LA TOUR-MAUBOURG 75007 PARIS,75007,PARIS,75,32,250-499,85.42Z,P,9220,,,True,False,False,False,True,,0.0,0,,5,Warm
775671381,FEDERATION FRANCAISE DE TENNIS (FFT),STADE ROLAND GARROS 2 AVENUE GORDON BENNETT 75016 PARIS,75016,PARIS,75,41,500-999,93.19Z,R,9220,,,True,False,False,False,True,,19240.0,0,,5,Warm
312273592,ASSOCIATION LANGAGE & INTEGRATION,MAILLE NORD II 8 AVENUE MONTAIGNE 93160 NOISY-LE-GRAND,93160,NOISY-LE-GRAND,93,32,250-499,88.91B,Q,9220,,,True,False,False,False,True,,1600.0,0,,5,Warm
423855196,EPITECH ECOLE INFORMATIQUE NOUV TECHNOL,24 RUE PASTEUR 94270 LE KREMLIN-BICETRE,94270,LE KREMLIN-BICETRE,94,32,250-499,85.59A,P,9220,,,True,False,False,False,True,,16899.22,0,,5,Warm
784778029,FONDATION A DE ROTHSCHILD,29 RUE MANIN 75019 PARIS,75019,PARIS,75,42,1000-1999,86.10Z,Q,9300,,,True,False,False,False,True,,28978.52,0,,5,Warm
784522914,ASSOCIATION POLYVALENTE DE SERVICES DE SOINS ET D'ACCOMPAGNEMENT A DOMICILE (APSSAD),224 RUE DU FBG ST ANTOINE 75012 PARIS 12,75012,PARIS 12,75,32,250-499,88.99B,Q,9220,,,True,False,False,False,True,,0.0,0,,5,Warm
775678261,LE REFUGE DES CHEMINOTS,64 BOULEVARD DE REUILLY 75012 PARIS,75012,PARIS,75,32,250-499,87.10A,Q,9220,,,True,False,False,False,True,,0.0,0,,5,Warm
312285901,ASS GESTION ASSISTANTS DE SENATEURS,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],PARIS,75,41,500-999,94.99Z,S,9220,,,True,False,False,False,True,,0.0,0,,5,Warm
784401846,ASS GESTION CENTRE MEDICAL EUROPE ANNEXE,44 RUE D'AMSTERDAM 75009 PARIS,75009,PARIS,75,32,250-499,86.21Z,Q,9220,,,True,False,False,False,True,,2380.2200000000003,0,,5,Warm
810995852,DENTASMILE,32 BOULEVARD DE STRASBOURG 75010 PARIS,75010,PARIS,75,32,250-499,86.23Z,Q,9220,,,True,False,False,False,True,,0.0,0,,5,Warm
784670630,CENTRE HOSPITALIER DE BLIGNY,61 RUE SAINT-DIDIER 75016 PARIS,75016,PARIS,75,41,500-999,86.10Z,Q,9230,,,True,False,False,False,True,,15000.0,0,,5,Warm
402850226,ASSOCIATION LEONARD DE VINCI,POLE UNIVERSITAIRE 2 AVENUE LEONARD DE VINCI 92400 COURBEVOIE,92400,COURBEVOIE,92,41,500-999,85.42Z,P,9220,,,True,False,False,False,True,,5000.0,0,,5,Warm
785423773,HOPITAL AMERICAIN DE PARIS,63 BOULEVARD VICTOR HUGO 92200 NEUILLY-SUR-SEINE,92200,NEUILLY-SUR-SEINE,92,41,500-999,86.10Z,Q,9220,,,True,False,False,False,True,,8157.43,0,,5,Warm
334655453,LEVALLOIS SPORTING CLUB,24 RUE LOUISE MICHEL 92300 LEVALLOIS-PERRET,92300,LEVALLOIS-PERRET,92,32,250-499,93.12Z,R,9220,,,True,False,False,False,True,,0.0,0,,5,Warm
